
          name, @patternfly/patternfly, @patternfly/quickstarts, @patternfly/react-catalog-view-extension, @patternfly/react-charts, @patternfly/react-code-editor, @patternfly/react-console, @patternfly/react-core, @patternfly/react-icons, @patternfly/react-inline-edit-extension, @patternfly/react-log-viewer, @patternfly/patternfly-next, @patternfly/react-styles, @patternfly/react-table, @patternfly/react-tokens, @patternfly/react-topology, @patternfly/react-user-feedback, @patternfly/react-virtualized-extension, patternfly, patternfly-react, patternfly-react-extensions, react
          RedHatInsights-settings-frontend-RedHatInsights-settings-frontend, ^4.151.4, undefined, undefined, undefined, undefined, undefined, ^4.168.9, undefined, undefined, undefined, undefined, undefined, ^4.37.9, undefined, undefined, undefined, undefined, undefined, undefined, undefined, ^17.0.2
