
          name, url, @patternfly/patternfly, @patternfly/quickstarts, @patternfly/react-catalog-view-extension, @patternfly/react-charts, @patternfly/react-code-editor, @patternfly/react-console, @patternfly/react-core, @patternfly/react-icons, @patternfly/react-inline-edit-extension, @patternfly/react-log-viewer, @patternfly/react-data-view, @patternfly/chatbot, @patternfly/virtual-assistant, @patternfly/react-component-groups, @patternfly/react-styles, @patternfly/react-table, @patternfly/react-tokens, @patternfly/react-topology, @patternfly/react-user-feedback, @patternfly/react-virtualized-extension, react
          RedHatInsights-insights-advisor-frontend-RedHatInsights-insights-advisor-frontend, https://github.com/RedHatInsights/insights-advisor-frontend, ^5.3.1, undefined, undefined, ^7.4.0, undefined, undefined, ^5.3.3, ^5.3.2, undefined, undefined, undefined, undefined, undefined, ^5.5.3, undefined, ^5.3.3, ^5.1.2, undefined, undefined, undefined, ^18.3.1
