
          name, url, @patternfly/patternfly, @patternfly/quickstarts, @patternfly/react-catalog-view-extension, @patternfly/react-charts, @patternfly/react-code-editor, @patternfly/react-console, @patternfly/react-core, @patternfly/react-icons, @patternfly/react-inline-edit-extension, @patternfly/react-log-viewer, @patternfly/react-data-view, @patternfly/chatbot, @patternfly/virtual-assistant, @patternfly/react-component-groups, @patternfly/react-styles, @patternfly/react-table, @patternfly/react-tokens, @patternfly/react-topology, @patternfly/react-user-feedback, @patternfly/react-virtualized-extension, react
          RedHatInsights-sed-frontend-RedHatInsights-sed-frontend, https://github.com/RedHatInsights/sed-frontend, undefined, undefined, undefined, undefined, undefined, undefined, ^5.3.4, ^5.0.0, undefined, undefined, undefined, undefined, undefined, null, undefined, ^5.0.0, undefined, undefined, undefined, undefined, ^18.2.0
