
          name, @patternfly/patternfly, @patternfly/quickstarts, @patternfly/react-catalog-view-extension, @patternfly/react-charts, @patternfly/react-code-editor, @patternfly/react-console, @patternfly/react-core, @patternfly/react-icons, @patternfly/react-inline-edit-extension, @patternfly/react-log-viewer, @patternfly/patternfly-next, @patternfly/react-styles, @patternfly/react-table, @patternfly/react-tokens, @patternfly/react-topology, @patternfly/react-user-feedback, @patternfly/react-virtualized-extension, patternfly, patternfly-react, patternfly-react-extensions, react
          Insights-Dashboard-Insights-Dashboard, 4.132.2, undefined, undefined, 6.59.2, undefined, undefined, ^4.221.3, ^4.72.3, undefined, undefined, undefined, undefined, ^4.90.3, ^4.73.3, undefined, undefined, undefined, undefined, undefined, undefined, 17.0.2
