
          name, @patternfly/patternfly, @patternfly/quickstarts, @patternfly/react-catalog-view-extension, @patternfly/react-charts, @patternfly/react-code-editor, @patternfly/react-console, @patternfly/react-core, @patternfly/react-icons, @patternfly/react-inline-edit-extension, @patternfly/react-log-viewer, @patternfly/patternfly-next, @patternfly/react-styles, @patternfly/react-table, @patternfly/react-tokens, @patternfly/react-topology, @patternfly/react-user-feedback, @patternfly/react-virtualized-extension, patternfly, patternfly-react, patternfly-react-extensions, react
          Ansible-Community-Ara-Web-Ansible-Community-Ara-Web, ^2.71.5, undefined, undefined, undefined, undefined, undefined, ^3.153.3, ^3.15.16, undefined, undefined, undefined, undefined, undefined, ^2.8.12, undefined, undefined, undefined, undefined, undefined, undefined, ^16.13.1
