url,pf3ClassCount,pf4ClassCount,otherClassCount
http://localhost:9000/k8s/ns/openshift-machine-api/replicasets/machine-api-operator-58f8db69b9/environment,0,48,0
http://localhost:9000/k8s/ns/openshift-machine-api/replicasets/machine-api-operator-58f8db69b9/events,0,67,0
http://localhost:9000/k8s/ns/openshift-machine-api/replicasets/machine-api-operator-58f8db69b9/pods,0,67,0
http://localhost:9000/k8s/ns/openshift-machine-api/replicasets/machine-api-operator-58f8db69b9/yaml,0,48,0
http://localhost:9000/k8s/ns/openshift-machine-api/replicationcontrollers,0,49,0
http://localhost:9000/k8s/ns/openshift-machine-api/resourcequotas,0,49,0
http://localhost:9000/k8s/ns/openshift-machine-api/rolebindings,0,50,0
http://localhost:9000/k8s/ns/openshift-machine-api/roles,0,50,0
http://localhost:9000/k8s/ns/openshift-machine-api/roles/~new,0,58,0
http://localhost:9000/k8s/ns/openshift-machine-api/routes,0,50,0
http://localhost:9000/k8s/ns/openshift-machine-api/routes/~new,0,70,0
http://localhost:9000/k8s/ns/openshift-machine-api/routes/~new/form,0,54,0
http://localhost:9000/k8s/ns/openshift-machine-api/secrets,0,49,0
http://localhost:9000/k8s/ns/openshift-machine-api/secrets/machine-api-operator-tls,0,48,0
http://localhost:9000/k8s/ns/openshift-machine-api/secrets/machine-api-operator-token-m4pvn,0,48,0
http://localhost:9000/k8s/ns/openshift-machine-api/serviceaccounts,0,49,0
http://localhost:9000/k8s/ns/openshift-machine-api/services,0,50,0
http://localhost:9000/k8s/ns/openshift-machine-api/services/~new,0,70,0
http://localhost:9000/k8s/ns/openshift-machine-api/serving.knative.dev~v1~Revision,0,48,0
http://localhost:9000/k8s/ns/openshift-machine-api/serving.knative.dev~v1~Route,0,48,0
http://localhost:9000/k8s/ns/openshift-machine-api/serving.knative.dev~v1~Service,0,48,0
http://localhost:9000/k8s/ns/openshift-machine-api/statefulsets,0,49,0
http://localhost:9000/monitoring/alerts,0,50,0
http://localhost:9000/monitoring/query-browser?query0=,1,67,0
http://localhost:9000/monitoring/silences,0,51,0
http://localhost:9000/monitoring/silences/~new,0,54,0
http://localhost:9000/operatorhub,0,48,0
http://localhost:9000/search,0,52,0
http://localhost:9000/search?kind=apps~v1~ReplicaSet&q=k8s-app%3Dmachine-api-operator,0,74,0
http://localhost:9000/search?kind=apps~v1~ReplicaSet&q=pod-template-hash%3D58f8db69b9,0,63,0
http://localhost:9000/search?kind=core~v1~Pod&q=k8s-app%3Dmachine-api-operator,0,63,0
http://localhost:9000/search?kind=core~v1~Pod&q=pod-template-hash%3D58f8db69b9,0,63,0
http://localhost:9000/search/all-namespaces?kind=Node&q=node-role.kubernetes.io%2Fmaster,0,63,0
http://localhost:9000/search/ns/openshift-machine-api?kind=Pod&q=k8s-app%3Dmachine-api-operator%2Cpod-template-hash%3D58f8db69b9,0,63,0
http://localhost:9000/settings/cluster,0,48,0
