
          name, @patternfly/patternfly, @patternfly/quickstarts, @patternfly/react-catalog-view-extension, @patternfly/react-charts, @patternfly/react-code-editor, @patternfly/react-console, @patternfly/react-core, @patternfly/react-icons, @patternfly/react-inline-edit-extension, @patternfly/react-log-viewer, @patternfly/patternfly-next, @patternfly/react-styles, @patternfly/react-table, @patternfly/react-tokens, @patternfly/react-topology, @patternfly/react-virtualized-extension, patternfly, patternfly-react, patternfly-react-extensions, react
          OpenShift-Admin-Console-frontend, 4.224.2, 2.3.1, 4.95.1, 6.94.18, undefined, undefined, 4.276.6, undefined, undefined, 4.87.100, undefined, undefined, 4.112.39, 4.94.6, 4.91.27, 4.88.113, undefined, undefined, undefined, ^17.0.1
